"auc","item","ownerRealm","bid","buyout","quantity","timeLeft","rand","seed","context","itemname","itemclass","vendorprice"
"1545929143","163222","Blade's Edge","1042624","1097499","1","LONG","0","0","0","Battle Potion of Intellect","0","2500"
"1545929142","163222","Blade's Edge","1042624","1097499","1","LONG","0","0","0","Battle Potion of Intellect","0","2500"
"1545929136","17716","Blade's Edge","104165582","109647982","1","LONG","0","0","0","Snowmaster 9000","0","7500"
"1546518971","152549","Blade's Edge","1672000","1760000","8","MEDIUM","0","0","0","Redtail Loach","7","625"
"1545929139","165016","Blade's Edge","2249547","2367945","1","LONG","0","0","0","Contract: 7th Legion","0","11500"
"1545929138","18660","Blade's Edge","140321808","147707167","1","LONG","0","0","0","World Enlarger","0","7500"
"1545929148","118346","Blade's Edge","19999513","21052119","1","LONG","0","0","1","Arcane Crystal Amplifier","15","32189"
"1545929145","163222","Blade's Edge","1042624","1097499","1","LONG","0","0","0","Battle Potion of Intellect","0","2500"
"1545929144","163222","Blade's Edge","1042624","1097499","1","LONG","0","0","0","Battle Potion of Intellect","0","2500"
"1546518963","152547","Blade's Edge","1182750","1245000","10","MEDIUM","0","0","0","Great Sea Catfish","7","625"
"1545929147","168215","Blade's Edge","80808","80808","1","LONG","0","0","0","Machined Gear Assembly","15","1"
"1545929146","118347","Blade's Edge","23228260","24450800","1","LONG","0","0","1","Arcane Crystal Focusing Lens","15","32189"
"1545929093","24979","Blade's Edge","56340082","59305350","1","LONG","0","0","28","Reaver Legplates","4","39358"
"1545929092","55656","Blade's Edge","56932601","59929054","1","LONG","0","0","0","Haldarr Boots","4","71192"
"1546977684","62780","Eonar","7732","10000","2","VERY_LONG","0","0","0","Snake Eye","7","244"
"1545929095","24630","Blade's Edge","11487363","12091962","1","LONG","0","0","29","Feralfen Sandals","4","29956"
"1545929094","24655","Blade's Edge","14581890","15349358","1","LONG","0","0","28","Consortium Robe","4","43348"
"1545929089","24657","Blade's Edge","18178662","19135434","1","LONG","0","0","28","Consortium Hood","4","33532"
"1545863553","133607","Eonar","17500","17500","5","LONG","0","0","0","Silver Mackerel","7","105"
"1545929088","9910","Blade's Edge","19633964","20667331","1","LONG","0","0","1","Royal Gloves","4","5434"
"1545929091","55611","Blade's Edge","23734728","24983925","1","LONG","0","0","28","Thornsnarl Legguards","4","100660"
"1545929100","15390","Blade's Edge","110201574","116001657","1","LONG","0","0","54","Jadefire Chestguard","4","22645"
"1545929102","25025","Blade's Edge","12425223","13079183","1","LONG","0","0","0","Warlord's Iron-Gauntlets","4","25018"
"1545929097","32658","Blade's Edge","723705491","761795254","1","LONG","0","0","0","Badge of Tenacity","4","10000"
"1545929096","10081","Blade's Edge","6274718","6604967","1","LONG","0","0","54","Lord's Girdle","4","8618"
"1545929108","55571","Blade's Edge","43622324","45918236","1","LONG","0","0","28","Sundown Vest","4","94112"
"1545929111","39509","Blade's Edge","56889706","59883902","1","LONG","0","0","11","Darkmoon Vest","4","1010"
"1546977671","124125","Blade's Edge","975590","995500","1","VERY_LONG","0","0","0","Obliterum","8","1000"
"1545929110","10254","Blade's Edge","15483433","16298351","1","LONG","0","0","0","Master's Robe","4","36348"
"1546977670","124125","Blade's Edge","975590","995500","1","VERY_LONG","0","0","0","Obliterum","8","1000"
"1545929105","13091","Blade's Edge","10801120","11369601","1","LONG","0","0","0","Medallion of Grand Marshal Morris","4","10637"
"1546977665","13044","Eonar","142500000","150000000","1","VERY_LONG","0","0","54","Demonslayer","2","52800"
"1545929107","10193","Blade's Edge","7206168","7585440","1","LONG","0","0","54","Crusader's Armor","4","23072"
"1545929106","8263","Blade's Edge","14589573","15357446","1","LONG","0","0","54","Serpentskin Spaulders","4","14495"
"1545929117","24988","Blade's Edge","27578366","29029859","1","LONG","0","0","29","Boulderfist Epaulets","4","31112"
"1545929116","10131","Blade's Edge","8855407","9321482","1","LONG","0","0","54","Revenant Boots","4","12376"
"1546518935","154899","Blade's Edge","1196","1260","2","MEDIUM","0","0","0","Thick Paleo Steak","7","625"
"1545929118","6601","Blade's Edge","16775483","17658404","1","LONG","0","0","1","Dervish Boots","4","2007"
"1545929113","159805","Blade's Edge","32212843","33908256","1","LONG","0","0","0","Coralshell Barrier","4","383185"
"1545929112","25035","Blade's Edge","21645173","22784393","1","LONG","0","0","28","Silver-Lined Cloak","4","30733"
"1546977672","124125","Blade's Edge","975590","995500","1","VERY_LONG","0","0","0","Obliterum","8","1000"
"1545929115","24644","Blade's Edge","15622085","16444301","1","LONG","0","0","29","Mistyreed Bracers","4","20094"
"1545929114","24600","Blade's Edge","16595170","17468601","1","LONG","0","0","28","Starfire Gloves","4","19094"
"1545929189","3890","Blade's Edge","46069164","48493857","1","LONG","0","0","14","Studded Hat","4","2851"
"1545929191","25003","Blade's Edge","19284689","20299673","1","LONG","0","0","30","Bloodfist Legplates","4","42453"
"1546453487","14827","Blade's Edge","58605877","58605877","1","SHORT","0","0","54","Symbolic Belt","4","4083"
"1545929190","36064","Blade's Edge","20283478","21351030","1","LONG","0","0","0","Coldwraith Pants","4","87013"
"1546453481","8158","Blade's Edge","70779566","70779566","1","SHORT","0","0","1","Jouster's Gauntlets","4","3936"
"1545667044","87474","Blade's Edge","69568184","79568184","1","MEDIUM","0","0","6","Ennadee's Twirling Longbow","2","305290"
"1546453483","10581","Blade's Edge","44562085","44562085","1","SHORT","0","0","1","Death's Head Vestment","4","13655"
"1545929197","121214","Blade's Edge","43106287","45375039","1","LONG","0","0","0","Crescent Vale Cowl","4","203335"
"1545929196","78212","Blade's Edge","914733751","962877633","1","LONG","0","0","14","Replica Virtuous Robe","4","48357"
"1545929199","10199","Blade's Edge","10294789","10836620","1","LONG","0","0","54","Crusader's Leggings","4","20138"
"1545929198","24607","Blade's Edge","17473994","18393678","1","LONG","0","0","28","Laughing Skull Tunic","4","36060"
"1546453478","4828","Blade's Edge","6455685","6455685","1","SHORT","0","0","14","Nightwind Belt","4","1204"
"1545929193","6380","Blade's Edge","6581875","6928290","1","LONG","0","0","1","Inscribed Buckler","4","654"
"1545929192","6553","Blade's Edge","2374999","2499999","1","LONG","0","0","27","Bard's Trousers","4","735"
"1545929195","10073","Blade's Edge","5511458","5801535","1","LONG","0","0","54","Righteous Helmet","4","13776"
"1546453475","15167","Blade's Edge","14149361","14149361","1","SHORT","0","0","54","Imposing Bandana","4","10458"
"1545929194","10099","Blade's Edge","7340129","7726452","1","LONG","0","0","1","Councillor's Gloves","4","11559"
"1545929205","16851","Blade's Edge","3256885","3428301","1","LONG","0","0","0","Giantstalker's Belt","4","25645"
"1546453500","14250","Blade's Edge","4468525","4468525","1","SHORT","0","0","54","Lunar Slippers","4","6764"
"1545929206","121060","Blade's Edge","26061029","27432663","1","LONG","0","0","0","Ettinbone Legplates","4","270724"
"1545929201","106484","Blade's Edge","43179656","45452270","1","LONG","0","0","27","Tangleheart Greaves","4","114971"
"1545929200","37772","Blade's Edge","44293537","46624776","1","LONG","0","0","0","Wub's Electrospike Spaulders","4","44880"
"1545929203","106751","Blade's Edge","28924139","30446463","1","LONG","0","0","29","Packrunner Spaulders","4","140090"
"1546453498","14895","Blade's Edge","316437827","316437827","1","SHORT","0","0","54","Saltstone Surcoat","4","8583"
"1545929213","25000","Blade's Edge","15324603","16131162","1","LONG","0","0","0","Bloodfist Breastplate","4","41974"
"1546453493","14956","Blade's Edge","20322829","20322829","1","SHORT","0","0","54","Bloodforged Bindings","4","5471"
"1546519030","152546","Blade's Edge","1064475","1120500","9","MEDIUM","0","0","0","Lane Snapper","7","625"
"1546453492","55580","Blade's Edge","3030548","3030548","1","SHORT","0","0","36","Sundown Greaves","4","67605"
"1545929215","94048","Blade's Edge","57222623","60234341","1","LONG","0","0","0","Discarded Swampstalker Shoulders","4","98787"
"1545929209","68760","Blade's Edge","16727282","17607666","1","LONG","0","0","28","Imbued Infantry Gauntlets","4","115"
"1545929210","25000","Blade's Edge","15324603","16131162","1","LONG","0","0","0","Bloodfist Breastplate","4","41974"
"1546453490","6425","Blade's Edge","25822766","25822766","1","SHORT","0","0","1","Blackforge Girdle","4","5255"
"1546518985","152543","Blade's Edge","1875300","1974000","7","MEDIUM","0","0","0","Sand Shifter","7","625"
"1546518976","4234","Blade's Edge","3363000","3540000","10","VERY_LONG","0","0","0","Heavy Leather","7","150"
"1546453470","25037","Blade's Edge","8883020","8883020","1","SHORT","0","0","28","Patched Cape","4","29226"
"1546977729","124125","Blade's Edge","975590","995500","1","VERY_LONG","0","0","0","Obliterum","8","1000"
"1546453464","15980","Blade's Edge","14923173","14923173","1","SHORT","0","0","54","Darkmist Orb","4","10620"
"1546977728","124125","Blade's Edge","975590","995500","1","VERY_LONG","0","0","0","Obliterum","8","1000"
"1546453461","15980","Blade's Edge","14923173","14923173","1","SHORT","0","0","54","Darkmist Orb","4","10620"
"1546453458","14228","Blade's Edge","25112370","25112370","1","SHORT","0","0","54","Embersilk Coronet","4","6218"
"1545929253","24968","Blade's Edge","52895438","55679409","1","LONG","0","0","28","Talonguard Armor","4","39870"
"1546453549","14828","Blade's Edge","54080671","54080671","1","SHORT","0","0","54","Symbolic Greaves","4","6590"
"1545929255","25028","Blade's Edge","11721682","12338613","1","LONG","0","0","0","Warlord's Iron-Epaulets","4","38664"
"1545863719","123919","Eonar","5001750","5265000","9","LONG","0","0","0","Felslate","7","1"
"1546453550","15156","Blade's Edge","45245319","45245319","1","SHORT","0","0","54","Nocturnal Cap","4","7359"
"1545929250","106491","Blade's Edge","58525964","61606278","1","LONG","0","0","28","Shardback Girdle","4","82615"
"1546453546","14432","Blade's Edge","7450530","7450530","1","SHORT","0","0","54","Windchaser Amice","4","8173"
"1546453540","15613","Blade's Edge","31666951","31666951","1","SHORT","0","0","54","Bonelink Belt","4","4327"
"1545929263","7053","Blade's Edge","33551092","35316939","1","LONG","0","0","0","Azure Silk Cloak","4","3913"
"1545929262","32658","Blade's Edge","723705491","761795254","1","LONG","0","0","0","Badge of Tenacity","4","10000"
"1546453542","14208","Blade's Edge","22669405","22669405","1","SHORT","0","0","53","Vital Headband","4","4045"
"1546453537","15611","Blade's Edge","14304205","14304205","1","SHORT","0","0","54","Bonelink Cape","4","7632"
"1545929268","113865","Blade's Edge","15014021","15804233","1","LONG","0","0","6","Darklight Necklace","4","166908"
"1545929271","24643","Blade's Edge","14700743","15474467","1","LONG","0","0","28","Mistyreed Shoulderpads","4","29799"
"1546453566","14228","Blade's Edge","25112370","25112370","1","SHORT","0","0","54","Embersilk Coronet","4","6218"
"1546453560","15382","Blade's Edge","10263570","10263570","1","SHORT","0","0","54","Rageclaw Cloak","4","8808"
"1545929266","82232","Blade's Edge","10425111","10973802","1","LONG","0","0","0","Highpeak Breastplate","4","123641"
"1545929276","93540","Blade's Edge","79691015","83885279","1","LONG","0","0","0","Crafted Dreadful Gladiator's Ornamented Headcover","4","138007"
"1545929278","10379","Blade's Edge","13353412","14056224","1","LONG","0","0","0","Commander's Helm","4","26443"
"1546453553","15156","Blade's Edge","45245319","45245319","1","SHORT","0","0","53","Nocturnal Cap","4","7359"
"1545929221","6201","Blade's Edge","83315187","87700197","1","LONG","0","0","0","Lithe Boots","4","76"
"1545929217","13144","Blade's Edge","3500749","3684999","1","LONG","0","0","0","Serenity Belt","4","12083"
"1546453513","15366","Blade's Edge","65847458","65847458","1","SHORT","0","0","54","Trickster's Leggings","4","7350"
"1545929230","68746","Blade's Edge","79510336","83695091","1","LONG","0","0","27","Imbued Primal Cape","4","67"
"1546453504","55663","Blade's Edge","4049810","4049810","1","SHORT","0","0","36","Rocktusk Gloves","4","50451"
"1546453532","1980","Blade's Edge","33969530","33969530","1","SHORT","0","0","54","Underworld Band","4","6200"
"1545929239","14300","Blade's Edge","50401719","53054442","1","LONG","0","0","54","Bonecaster's Cape","4","13423"
"1546453535","15610","Blade's Edge","24597644","24597644","1","SHORT","0","0","54","Bonelink Bracers","4","5109"
"1546453529","14260","Blade's Edge","10704550","10704550","1","SHORT","0","0","54","Bloodwoven Bracers","4","5105"
"1545929232","121221","Blade's Edge","23985260","25247643","1","LONG","0","0","0","Jandvik Breastplate","4","258856"
"1545929235","121002","Blade's Edge","25785736","27142880","1","LONG","0","0","0","Rhut'van Gauntlets","4","133627"
"1546453527","7430","Blade's Edge","12998680","12998680","1","SHORT","0","0","1","Twilight Robe","4","7341"
"1545929246","35959","Blade's Edge","8763730","9224979","1","LONG","0","0","36","Farshire Hood","4","39282"
"1545929243","24998","Blade's Edge","8712523","9171077","1","LONG","0","0","28","Bloodfist Girdle","4","20945"
"1545929317","138385","Blade's Edge","94111292","99064518","1","LONG","0","0","14","Lucky Shirt","4","200000"
"1546453614","14423","Blade's Edge","11023180","11023180","1","SHORT","0","0","54","Silksand Shoulder Pads","4","5950"
"1545929312","36152","Blade's Edge","12373394","13024626","1","LONG","0","0","36","Pygmy Pants","4","58304"
"1546453608","14423","Blade's Edge","11023180","11023180","1","SHORT","0","0","54","Silksand Shoulder Pads","4","5950"
"1545929314","13100","Blade's Edge","62220285","65495037","1","LONG","0","0","54","Furen's Boots","4","9469"
"1546453605","14248","Blade's Edge","3502155","3502155","1","SHORT","0","0","54","Lunar Bindings","4","4176"
"1545863785","123919","Eonar","9447750","9945000","17","LONG","0","0","0","Felslate","7","1"
"1545863786","123919","Eonar","7780500","8190000","14","LONG","0","0","0","Felslate","7","1"
"1546453603","14549","Blade's Edge","55143549","55143549","1","SHORT","0","0","54","Boots of Avoidance","4","13637"
"1546453580","15964","Blade's Edge","2707965","2707965","1","SHORT","0","0","54","Silksand Star","4","9238"
"1545929286","24957","Blade's Edge","29926875","31501974","1","LONG","0","0","29","Bogslayer Bracers","4","19837"
"1545863744","123919","Eonar","7224750","7605000","13","LONG","0","0","0","Felslate","7","1"
"1545929281","160154","Blade's Edge","146285366","153984596","1","LONG","0","0","0","Stormforger Gauntlets","4","203008"
"1546453577","14216","Blade's Edge","53640511","53640511","1","SHORT","0","0","54","Geomancer's Jerkin","4","8553"
"1545863745","123919","Eonar","7780500","8190000","14","LONG","0","0","0","Felslate","7","1"
"1545929288","24626","Blade's Edge","13957851","14692475","1","LONG","0","0","29","Slavehandler Pants","4","38590"
"1545929291","24659","Blade's Edge","5511229","5801294","1","LONG","0","0","30","Consortium Mantle","4","30568"
"1546453571","14944","Blade's Edge","83784550","83784550","1","SHORT","0","0","54","Warbringer's Crown","4","8395"
"1546453570","10584","Blade's Edge","232531550","232531550","1","SHORT","0","0","1","Stormgale Fists","4","6942"
"1545929301","106720","Blade's Edge","46751801","49212423","1","LONG","0","0","29","Stonecrag Breastplate","4","184314"
"1545929303","106742","Blade's Edge","25639150","26988579","1","LONG","0","0","29","Dark Star Sandals","4","137439"
"1546453598","14841","Blade's Edge","25101801","25101801","1","SHORT","0","0","54","Tyrant's Epaulets","4","7484"
"1545929297","36171","Blade's Edge","29044565","30573227","1","LONG","0","0","0","Geist Belt","4","42773"
"1546453592","14841","Blade's Edge","25101801","25101801","1","SHORT","0","0","54","Tyrant's Epaulets","4","7484"
"1545929299","106471","Blade's Edge","39102842","41160887","1","LONG","0","0","0","Tailthrasher Shoulders","4","112828"
"1546453588","14943","Blade's Edge","49441213","49441213","1","SHORT","0","0","54","Warbringer's Belt","4","4460"
"1545667165","159812","Blade's Edge","5381069","5476336","1","MEDIUM","0","0","0","Zocali Shield","4","364860"
"1545929306","9940","Blade's Edge","11774843","12394572","1","LONG","0","0","54","Abjurer's Hood","4","12147"
"1545929381","9758","Blade's Edge","127591447","134306787","1","LONG","0","0","25","Cadet Belt","4","85"
"1545929376","41608","Blade's Edge","53608579","56430084","1","LONG","0","0","0","Cloak of Frozen Spirits","4","24017"
"1545929379","68760","Blade's Edge","30502905","32108322","1","LONG","0","0","28","Imbued Infantry Gauntlets","4","115"
"1545929378","15646","Blade's Edge","138609353","145904583","1","LONG","0","0","54","Ironhide Legguards","4","22758"
"1545929391","106539","Blade's Edge","65538263","68987646","1","LONG","0","0","29","Orunai Cord","4","81250"
"1545929385","55656","Blade's Edge","34389000","36198948","1","LONG","0","0","28","Haldarr Boots","4","71192"
"1545929387","24742","Blade's Edge","28188485","29672090","1","LONG","0","0","28","Ranger Boots","4","29845"
"1545929397","43583","Blade's Edge","102034091","107404307","1","LONG","0","0","0","Glacial Robe","4","80190"
"1545667251","35982","Blade's Edge","3567949","3959936","1","MEDIUM","0","0","28","Foothold Gloves","4","27564"
"1545929399","24728","Blade's Edge","18664128","19646451","1","LONG","0","0","29","Dementia Gloves","4","19624"
"1545929395","4063","Blade's Edge","38622098","40654841","1","LONG","0","0","53","Imperial Leather Gloves","4","5063"
"1545929405","15890","Blade's Edge","48168117","50703282","1","LONG","0","0","54","Vanguard Shield","4","32439"
"1545929407","15357","Blade's Edge","46256734","48691299","1","LONG","0","0","54","Headhunter's Spaulders","4","3763"
"1546977960","153594","Blade's Edge","416402000","424900000","1","VERY_LONG","0","0","13","Xiwyllag ATV","15","250000"
"1545929365","14282","Blade's Edge","32179426","33873081","1","LONG","0","0","54","Opulent Gloves","4","8011"
"1545929364","13101","Blade's Edge","12663498","13329998","1","LONG","0","0","0","Wolfrunner Shoes","4","25009"
"1545929367","36150","Blade's Edge","11668498","12282630","1","LONG","0","0","36","Pygmy Gloves","4","29093"
"1545929366","36351","Blade's Edge","60914057","64120061","1","LONG","0","0","28","Jormungar Helmet","4","43025"
"1545667225","47651","Blade's Edge","4653069","5316336","1","MEDIUM","0","0","0","Pattern: Knightbane Carapace","9","25000"
"1545929373","31158","Blade's Edge","627459022","660483182","1","LONG","0","0","0","Drakeweave Raiment","4","51659"
"1545929369","15679","Blade's Edge","19125887","20132513","1","LONG","0","0","0","Triumphant Bracers","4","17519"
"1545929368","82032","Blade's Edge","19886464","20933121","1","LONG","0","0","30","Reed Leggings","4","121308"
"1545929371","82208","Blade's Edge","17793910","18730432","1","LONG","0","0","9","Thresher Shoulders","4","93646"
"1545929370","9772","Blade's Edge","22102789","23266094","1","LONG","0","0","36","Greenweave Leggings","4","2325"
"1545929445","24654","Blade's Edge","30374378","31973030","1","LONG","0","0","2","Consortium Boot","4","32334"
"1545929446","35999","Blade's Edge","7765046","8173733","1","LONG","0","0","28","Voldrune Crown","4","42363"
"1545929441","24780","Blade's Edge","6206792","6533466","1","LONG","0","0","28","Boneshredder Wristguards","4","21588"
"1545929440","24978","Blade's Edge","21657956","22797849","1","LONG","0","0","36","Reaver Helmet","4","29349"
"1545929443","15978","Blade's Edge","34019611","35810117","1","LONG","0","0","54","Geomancer's Rod","4","7176"
"1545929442","81990","Blade's Edge","28298709","29788115","1","LONG","0","0","27","Wall Girdle","4","62777"
"1545863919","123918","Eonar","193244","193244","2","LONG","0","0","0","Leystone Ore","7","1"
"1546519269","124439","Blade's Edge","16983","17908","37","VERY_LONG","0","0","0","Unbroken Tooth","7","1"
"1546978020","153594","Blade's Edge","416402000","424900000","1","VERY_LONG","0","0","13","Xiwyllag ATV","15","250000"
"1546978018","153594","Blade's Edge","416402000","424900000","1","VERY_LONG","0","0","13","Xiwyllag ATV","15","250000"
"1545929415","10147","Blade's Edge","8893458","9361535","1","LONG","0","0","54","Mighty Armsplints","4","17377"
"1545929409","24960","Blade's Edge","40787441","42934149","1","LONG","0","0","29","Khan'aish Breastplate","4","40757"
"1545929421","78282","Blade's Edge","633504064","666846384","1","LONG","0","0","14","Replica Beastmaster's Tunic","4","47851"
"1545929423","55555","Blade's Edge","26203732","27582876","1","LONG","0","0","28","Fargodeep Girdle","4","51378"
"1545929417","24869","Blade's Edge","35805299","37689789","1","LONG","0","0","36","Blood Knight Bracers","4","20018"
"1545929419","24602","Blade's Edge","15958460","16798379","1","LONG","0","0","28","Starfire Trousers","4","38239"
"1545929429","10078","Blade's Edge","35974709","37868115","1","LONG","0","0","0","Lord's Crest","4","18642"
"1545929428","55551","Blade's Edge","131948105","138892743","1","LONG","0","0","36","Dreadmaul Girdle","4","45172"
"1545929431","24956","Blade's Edge","16263698","17119683","1","LONG","0","0","29","Bogslayer Pauldrons","4","29424"
"1545929430","94082","Blade's Edge","84791739","89254463","1","LONG","0","0","0","Brittle Flamereaver Leggings","4","128981"
"1545863890","123918","Eonar","96622","96622","1","LONG","0","0","0","Leystone Ore","7","1"
"1545929427","55646","Blade's Edge","21292654","22413321","1","LONG","0","0","28","Dandred Jerkin","4","101451"
"1545667289","169435","Blade's Edge","3291396","4614245","1","MEDIUM","0","0","0","Deeptide Drape","4","312981"
"1545929437","31136","Blade's Edge","36728875","38661974","1","LONG","0","0","0","Breastplate of Blade Turning","4","44157"
"1545929436","24630","Blade's Edge","11487363","12091962","1","LONG","0","0","28","Feralfen Sandals","4","29956"
"1545929439","82206","Blade's Edge","12139603","12778530","1","LONG","0","0","30","Thresher Hood","4","94371"
"1545929438","82150","Blade's Edge","120639065","126988490","1","LONG","0","0","36","Swamp Gloves","4","66024"
"1546977998","153594","Blade's Edge","416402000","424900000","1","VERY_LONG","0","0","13","Xiwyllag ATV","15","250000"
"1545929433","106720","Blade's Edge","46751801","49212423","1","LONG","0","0","29","Stonecrag Breastplate","4","184314"
"1545929432","24659","Blade's Edge","5511229","5801294","1","LONG","0","0","29","Consortium Mantle","4","30568"
"1545929435","9765","Blade's Edge","9626484","10133142","1","LONG","0","0","29","Cadet Vest","4","474"
"1545929434","94079","Blade's Edge","93081112","97980118","1","LONG","0","0","36","Brittle Flamereaver Belt","4","64118"
"1545667363","160173","Blade's Edge","4695720","4994649","1","MEDIUM","0","0","0","Bonepicker Handguards","4","202188"
"1545863969","123918","Eonar","386488","386488","4","LONG","0","0","0","Leystone Ore","7","1"
"1546453800","10604","Blade's Edge","2315625","2437500","1","VERY_LONG","0","0","1","Schematic: Mithril Heavy-Bore Rifle","9","825"
"1546453802","10604","Blade's Edge","2315625","2437500","1","VERY_LONG","0","0","1","Schematic: Mithril Heavy-Bore Rifle","9","825"
"1546978084","168636","Blade's Edge","5110136","5379091","1","VERY_LONG","0","0","0","Leviathan's Eye of Strength","3","35000"
"1546978087","168636","Blade's Edge","5110136","5379091","1","VERY_LONG","0","0","0","Leviathan's Eye of Strength","3","35000"
"1546978086","168636","Blade's Edge","5110136","5379091","1","VERY_LONG","0","0","0","Leviathan's Eye of Strength","3","35000"
"1546978081","168637","Blade's Edge","9499616","9999596","1","VERY_LONG","0","0","0","Leviathan's Eye of Agility","3","35000"
"1546978080","168638","Blade's Edge","2677461","2818381","1","VERY_LONG","0","0","0","Leviathan's Eye of Intellect","3","35000"
"1546978083","168636","Blade's Edge","5110136","5379091","1","VERY_LONG","0","0","0","Leviathan's Eye of Strength","3","35000"
"1546978082","168637","Blade's Edge","9499616","9999596","1","VERY_LONG","0","0","0","Leviathan's Eye of Agility","3","35000"
"1545863999","123918","Eonar","483110","483110","5","LONG","0","0","0","Leystone Ore","7","1"
"1546978088","168636","Blade's Edge","5110136","5379091","1","VERY_LONG","0","0","0","Leviathan's Eye of Strength","3","35000"
"1546978090","78209","Blade's Edge","96641094","99629994","1","VERY_LONG","0","0","14","Replica Devout Robe","4","35194"
"1546912532","168188","Blade's Edge","5002500","7260000","1","VERY_LONG","0","0","0","Sage Agate","7","35000"
"1545667328","121007","Blade's Edge","4951836","6189795","1","MEDIUM","0","0","0","Rhut'van Sabatons","4","202576"
"1546978077","168638","Blade's Edge","2677461","2818381","1","VERY_LONG","0","0","0","Leviathan's Eye of Intellect","3","35000"
"1546978076","168638","Blade's Edge","2677461","2818381","1","VERY_LONG","0","0","0","Leviathan's Eye of Intellect","3","35000"
"1546978079","168638","Blade's Edge","2677461","2818381","1","VERY_LONG","0","0","0","Leviathan's Eye of Intellect","3","35000"
"1546978078","168638","Blade's Edge","2677461","2818381","1","VERY_LONG","0","0","0","Leviathan's Eye of Intellect","3","35000"
"1545863944","123918","Eonar","289866","289866","3","LONG","0","0","0","Leystone Ore","7","1"
"1546978072","82800","Blade's Edge","8785775","9057500","1","VERY_LONG","0","0","0","Pet Cage","17","0"
"1546978075","82800","Blade's Edge","9018575","9297500","1","VERY_LONG","0","0","0","Pet Cage","17","0"
"1545864036","123918","Eonar","772976","772976","8","LONG","0","0","0","Leystone Ore","7","1"
"1546912638","168302","Vek'nilash","4990675","5000000","9","VERY_LONG","0","0","0","Viper Fish","7","50"
"1546519422","159509","Blade's Edge","1900000","2000000","1","VERY_LONG","0","0","0","Gnarlwood Spikes","2","621023"
"1546978149","168188","Blade's Edge","6839616","7199596","1","VERY_LONG","0","0","0","Sage Agate","7","35000"
"1546978150","168188","Blade's Edge","6839616","7199596","1","VERY_LONG","0","0","0","Sage Agate","7","35000"
"1546978145","168192","Blade's Edge","916959","965221","1","LONG","0","0","0","Sand Spinel","7","35000"
"1546978147","168188","Blade's Edge","6839616","7199596","1","VERY_LONG","0","0","0","Sage Agate","7","35000"
"1546978153","168188","Blade's Edge","6839616","7199596","1","VERY_LONG","0","0","0","Sage Agate","7","35000"
"1546978152","168188","Blade's Edge","6839616","7199596","1","VERY_LONG","0","0","0","Sage Agate","7","35000"
"1546978133","168635","Blade's Edge","12235231","12879191","1","VERY_LONG","0","0","0","Leviathan's Eye","7","35000"
"1546978135","168635","Blade's Edge","12235231","12879191","1","VERY_LONG","0","0","0","Leviathan's Eye","7","35000"
"1546978129","168190","Blade's Edge","422749","444999","1","LONG","0","0","0","Lava Lazuli","7","35000"
"1546978128","168190","Blade's Edge","422749","444999","1","LONG","0","0","0","Lava Lazuli","7","35000"
"1546978131","168635","Blade's Edge","12235231","12879191","1","VERY_LONG","0","0","0","Leviathan's Eye","7","35000"
"1546978140","168635","Blade's Edge","12235231","12879191","1","VERY_LONG","0","0","0","Leviathan's Eye","7","35000"
"1546978143","168192","Blade's Edge","916959","965221","1","LONG","0","0","0","Sand Spinel","7","35000"
"1546978142","168192","Blade's Edge","916959","965221","1","LONG","0","0","0","Sand Spinel","7","35000"
"1546978136","168635","Blade's Edge","12235231","12879191","1","VERY_LONG","0","0","0","Leviathan's Eye","7","35000"
"1545864023","123918","Eonar","579732","579732","6","LONG","0","0","0","Leystone Ore","7","1"
"1546978113","165747","Blade's Edge","192350998","198299998","1","VERY_LONG","0","0","11","Tempest Hide Pouch","0","80875"
"1545864029","123918","Eonar","676354","676354","7","LONG","0","0","0","Leystone Ore","7","1"
"1546978123","168190","Blade's Edge","422749","444999","1","LONG","0","0","0","Lava Lazuli","7","35000"
"1545864098","123918","Eonar","966220","966220","10","LONG","0","0","0","Leystone Ore","7","1"
"1546978213","168960","Blade's Edge","5292000","5400000","1","VERY_LONG","0","0","0","Contract: Rustbolt Resistance","0","11500"
"1546978214","168960","Blade's Edge","5292000","5400000","1","VERY_LONG","0","0","0","Contract: Rustbolt Resistance","0","11500"
"1546978209","168960","Blade's Edge","5292000","5400000","1","VERY_LONG","0","0","0","Contract: Rustbolt Resistance","0","11500"
"1546978211","168960","Blade's Edge","5292000","5400000","1","VERY_LONG","0","0","0","Contract: Rustbolt Resistance","0","11500"
"1545864124","123918","Eonar","1062842","1062842","11","LONG","0","0","0","Leystone Ore","7","1"
"1546978221","168427","Blade's Edge","29164800","29760000","1","VERY_LONG","0","0","0","Saddlechute","15","10000"
"1546978220","168427","Blade's Edge","29164800","29760000","1","VERY_LONG","0","0","0","Saddlechute","15","10000"
"1546978219","168427","Blade's Edge","29164800","29760000","1","VERY_LONG","0","0","0","Saddlechute","15","10000"
"1545864067","123918","Eonar","869598","869598","9","LONG","0","0","0","Leystone Ore","7","1"
"1546978207","168960","Blade's Edge","5292000","5400000","1","VERY_LONG","0","0","0","Contract: Rustbolt Resistance","0","11500"
"1545864166","123918","Eonar","1256086","1256086","13","LONG","0","0","0","Leystone Ore","7","1"
"1545864183","123918","Eonar","1449330","1449330","15","LONG","0","0","0","Leystone Ore","7","1"
